ID,item.WG,item.WS,definition,category,age.75,age.50,age.25,age_rng,age.75.m,age.50.m,age.25.m,D,bin
303,d14_49,a15_50,抓,action_words,16,16,8,8|16,64.76514366666666,40.01589358333333,15.26664195,0.045930696916666666,大於36
283,d14_29,a15_29,吹,action_words,16,16,8,8|16,63.993282083333334,40.02620158333333,16.059121,0.0475361425,大於36
279,d14_25,a15_25,騎,action_words,16,16,8.347107438016529,8|16,58.07870691666667,40.06385708333333,22.0490035,0.06323693941666667,大於36
299,d14_45,a15_46,放,action_words,16,16,8,8|16,70.5728025,40.38709058333333,10.201377529166667,0.037800558166666665,大於36
305,d14_51,a15_52,停,action_words,16,16,8,8|16,60.9392245,40.56828675,20.19734925,0.05563457925,大於36
300,d14_46,a15_47,拉,action_words,16,16,8,8|16,62.55959,40.828150916666665,19.096710333333334,0.0521415315,大於36
309,d14_55,a15_56,壓,action_words,16,16,9,8|16,58.332886583333334,41.03565508333333,23.73842266666667,0.06538058141666667,大於36
302,d14_48,a15_49,碰/撞,action_words,16,16,8.71480144404332,8|16,59.682884,41.08956691666667,22.4962545,0.060803242,大於36
301,d14_47,a15_48,踢,action_words,16,16,8,8|16,65.32849691666667,41.13617383333333,16.94385,0.04663954333333333,大於36
311,d14_57,a15_58,畫畫,action_words,16,16,8,8|16,61.07773616666667,41.426214,21.774693666666668,0.057333061416666664,大於36
70,d04_10,a04_10,蘋果,food_drink,16,9,8,8|16,77.0072105,36.096729583333335,-4.813752365608333,0.0291754065,大於36
79,d04_19,a04_19,稀飯,food_drink,16,16,8,8|16,77.44697266666667,36.219495083333335,-5.007981916383334,0.0288344785,大於36
73,d04_13,a04_13,蔬菜,food_drink,16,16,8.70188679245283,8|16,52.44365666666667,36.51044425,20.577228916666666,0.07332303633333333,大於36
69,d04_09,a04_09,麵包,food_drink,16,16,8,8|16,75.64860883333333,37.3587695,-0.931071515035,0.030826135916666667,大於36
66,d04_06,a04_06,香蕉,food_drink,16,8.761329305135952,8,8|16,73.53539225,37.42048716666667,1.305584940075,0.03258676816666667,大於36
68,d04_08,a04_08,蛋,food_drink,16,16,8,8|16,59.006221583333335,37.546154666666666,16.086089833333332,0.05445082141666667,大於36
93,d04_33,a04_33,土司,food_drink,16,16,8.185567010309278,8|16,57.49407216666667,37.6708935,17.847716666666667,0.05849094125,大於36
71,d04_11,a04_11,葡萄,food_drink,16,16,9,8|16,57.2032445,38.14682366666667,19.090400833333334,0.060519826666666665,大於36
80,d04_20,a04_20,芭樂,food_drink,16,16,16,8|16,52.17462616666667,38.46277425,24.75092241666667,0.0837120755,大於36
88,d04_28,a04_28,豆漿,food_drink,16,16,16,8|16,52.18348966666667,38.79698066666667,25.410472833333333,0.08592363016666667,大於36
84,d04_24,a04_24,果汁,food_drink,16,16,8.145945945945947,8|16,58.245255916666665,38.984457666666664,19.723661166666666,0.059583688083333336,大於36
82,d04_22,a04_22,蕃茄,food_drink,16,16,16,8|16,52.339042166666665,38.98595241666666,25.632864666666666,0.08562040266666666,大於36
78,d04_18,a04_18,西瓜,food_drink,16,16,16,8|16,54.21452475,39.25919416666667,24.303863083333333,0.07615505675,大於36
77,d04_17,a04_17,蛋糕,food_drink,16,16,8.42812823164426,8|16,59.14751758333333,39.311290916666664,19.475066666666667,0.05792759333333333,大於36
87,d04_27,a04_27,葡萄乾,food_drink,16,16,16,8|16,52.853684,39.32628233333333,25.798883416666666,0.08443798658333333,大於36
67,d04_07,a04_07,肉,food_drink,16,16,16,8|16,55.40370308333333,39.4136535,23.423603416666666,0.07152211158333334,大於36
81,d04_21,a04_21,水果,food_drink,16,16,8,8|16,58.03278233333333,39.46200133333333,20.891221,0.06153571766666667,大於36
76,d04_16,a04_16,布丁,food_drink,16,16,8,8|16,63.88425191666666,39.529846166666665,15.175441675,0.047016276583333336,大於36
75,d04_15,a04_15,紅(白)蘿蔔,food_drink,16,16,16,8|16,53.82386783333333,39.56663025,25.309393083333333,0.08007127158333334,大於36
91,d04_31,a04_31,梨子,food_drink,16,16,16,8|16,52.377754,39.60844708333333,26.8391365,0.08908332916666667,大於36
74,d04_14,a04_14,草莓,food_drink,16,16,16,8|16,55.42812375,39.61265041666667,23.79717475,0.07201294183333333,大於36
85,d04_25,a04_25,柳丁,food_drink,16,16,16,8|16,56.81566825,39.64491041666667,22.474150166666668,0.06650354725,大於36
72,d04_12,a04_12,糖果,food_drink,16,16,8,8|16,62.131675083333334,39.6817525,17.2318305,0.050808047,大於36
83,d04_23,a04_23,冰淇淋,food_drink,16,16,16,8|16,54.49408233333333,39.74124916666667,24.988413,0.07712328625,大於36
95,d04_35,a04_35,湯,food_drink,16,16,8,8|16,59.79113341666667,39.86939675,19.947662583333333,0.05736426916666667,大於36
90,d04_30,a04_30,飲料,food_drink,16,16,16,8|16,55.392840666666665,39.8925835,24.392327916666666,0.07316722275,大於36
86,d04_26,a04_26,櫻桃,food_drink,16,16,16,8|16,53.18504433333333,40.34818125,27.5113185,0.08826814175,大於36
94,d04_34,a04_34,食物,food_drink,16,16,8,8|16,59.91383075,40.47397225,21.03411,0.05836591683333334,大於36
9,d01_09,a01_09,牛(哞),animals,16,16,8,8|16,57.27350858333333,36.01973483333333,14.765959233333334,0.05564269583333333,大於36
19,d01_19,a01_19,蟲蟲,animals,16,16,16,8|16,50.233620583333334,36.04754691666667,21.861474166666667,0.08261736191666667,大於36
6,d01_06,a01_06,小熊(泰迪熊),animals,16,9,8,8|16,70.06208433333333,36.15838675,2.254687217083333,0.034993740583333335,大於36
8,d01_08,a01_08,雞(咕咕咕),animals,16,16,8,8|16,65.86311825,36.601241083333335,7.339363969033333,0.040351443833333334,大於36
4,d01_04,a01_04,小鳥,animals,16,8,8,8|16,88.51244433333333,36.764270333333336,-14.983897495583333,0.023188639975,大於36
12,d01_12,a01_12,豬,animals,16,16,8,8|16,58.53446066666667,36.81216883333333,15.089877958333334,0.0541482395,大於36
15,d01_15,a01_15,企鵝,animals,16,16,16,8|16,52.43471808333334,36.863666583333334,21.292613,0.074930629,大於36
25,d01_25,a01_25,老鼠,animals,16,16,16,8|16,49.60903325,37.045917583333335,24.4827985,0.09224619491666666,大於36
7,d01_07,a01_07,馬,animals,16,16,9,8|16,54.925828583333335,37.20980183333333,19.493778,0.06589570691666667,大於36
10,d01_10,a01_10,兔子,animals,16,16,8,8|16,60.66438375,37.36096141666667,14.057541441666666,0.05002884475,大於36
20,d01_20,a01_20,獅子,animals,16,16,16,8|16,51.27227233333333,37.473342,23.67441225,0.08377628758333333,大於36
